itinerario,endereco,referencia,horario
08 - Jardim Laura,Av. Macauba - Jd. Mirante - Varzea Paulista,Mercado Inova,4:24
08 - Jardim Laura,Rua Paschoal Gianfrancesco - Jd. Italia - Varzea Paulista,Colegio Futura,4:25
08 - Jardim Laura,Rua Potiguara - Vila Tupi - Varzea Paulista,Padoka Pao,4:26
08 - Jardim Laura,Av. Jose Rabelo Portela - Vila Marajo - Varzea Paulista,Centro Esportivo Marajo,4:27
08 - Jardim Laura,Rua Tanque Velho - Vila Iguacu - Varzea Paulista,Auto Posto CVT,4:30
08 - Jardim Laura,Rua Pindare - Pq. Guarani - Varzea Paulista,Igreja Catolica,4:32
08 - Jardim Laura,Av. Jose Rabelo Portela - Vila Popular - Varzea Paulista,Caixa D'agua,4:35
08 - Jardim Laura,Av. Jose Rabelo Portela - Vila Popular - Varzea Paulista,Paroquia Nossa Senhora de Lourdes,4:38
08 - Jardim Laura,Av. Padre Jordan - Jd. Bertioga - Varzea Paulista,E.E. Profa. Lavinia Ribeiro Aranha,4:43
08 - Jardim Laura,Av. das Lelias - Jd. Bahia - Varzea Paulista,Fabrica de Lajes,4:44
08 - Jardim Laura,Rod. Adail Eduardo Gut - Mursa - Varzea Paulista,Sindicato dos Metalurgicos,4:45
08 - Jardim Laura,Rod. Presidente Trancredo neves - Castanho - Jundiai,Motel Charleville,4:46
08 - Jardim Laura,Av. Francisco Napoleao Cid de Freitas - Santa Gertrudes - Jundiai,Posto de Gasolina Ipiranga,4:47
08 - Jardim Laura,Av. Leonice Gualda Nunes - Santa Gertrudes - Jundiai,Padaria Pao Nosso,4:51
08 - Jardim Laura,Rua Padre Norberto Mojola - Santa Gertrudes - Jundiai,Millennium Supermercados,4:55
08 - Jardim Laura,Rua Manoel Jose de Carvalho - Santa Gertrudes - Jundiai,Mercearia Lucena,4:56
08 - Jardim Laura,Rua Antonio Tacildo Vion - Santa Gertrudes - Jundiai,La Petite Burguer,4:57
08 - Jardim Laura,Rua Eduardo Povoa - Santa Gertrudes - Jundiai,KingBlue Multimarcas,4:58
08 - Jardim Laura,Rua Ricardo Cesar Favaro - Santa Gertrudes - Jundiai,Pneus P.H.K,5:00
08 - Jardim Laura,Av. Clemente Rosa - Vila Maringa - Jundiai,Agro Val Racoes,5:05
08 - Jardim Laura,Av. Antonio Barchetta - Jd. Copacabana - Jundiai,Ponto de onibus Urbano,5:07
08 - Jardim Laura,Rua Mauro Torres - Jd. Copacabana - Jundiai,Padaria Santa Clara,5:08
08 - Jardim Laura,Rua Alexandre Vacari - Vila Maringa - Jundiai,Coronel Cevada,5:09
08 - Jardim Laura,Rua Maringa - Vila Maringa - Jundiai,Jundia Portoes,5:10
08 - Jardim Laura,Marginal da Rod. Anhanguera - Vila Rami - Jundiai,Ponto de onibus Urbano (Vila Rami),5:14
08 - Jardim Laura,Marginal da Rod. Anhanguera - Vianelo - Jundiai,Ponto de onibus Urbano (Rua Uniao),5:15
08 - Jardim Laura,Rod. Anhanguera - Retiro - Jundiai,Passarela Carrefour,5:19
08 - Jardim Laura,Rod. Dom Gabriel Paulino Couto - Distrito Industrial - Jundiai,Sem Ponto,5:22
Campinas,Av. Carlos Lacerda - Campinas,Mercado dia,04:20
Campinas,Rua Lutecia, 79 - Vila Pompeia - Campinas,Rotatoria do Mercado Pague Menos,04:30
Campinas,Rua Miracatu, 72 - Vila Pompeia - Campinas,Lago Materiais p/ Construcao,04:40
Campinas,Prof Ruth Oliveira Silveira Belo, 157  Jardim do Lago - Campinas,Lanchonete JR,05:07
